gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000081718	2.882781	0.004816385	0.07908169	0.2877686	1
ENSMUSG00000081721	1.446278	-0.003039981	0.07938593	0.3794212	1
ENSMUSG00000081723	0.4507492	0.001510193	0.08382994	0.4050118	1
ENSMUSG00000081728	0.6599758	0	0.08222491	1	1
ENSMUSG00000081729	0.2070722	-0.0004618537	0.08262103	0.7689412	1
ENSMUSG00000081730	4.353085	0.002954777	0.07863391	0.5918306	1
ENSMUSG00000081731	0.2199919	0	0.08222491	1	1
ENSMUSG00000081732	0.7348672	0	0.08222491	1	1
ENSMUSG00000081733	3.848031	0.01393164	0.08087202	0.03245181	1
ENSMUSG00000081735	0.05630951	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000081738	1.816059	-0.005090844	0.07981803	0.1948861	1
ENSMUSG00000081739	0.6400143	-0.001944267	0.07962622	0.4929352	1
ENSMUSG00000081740	0.1491995	0.0003432413	0.08244788	0.8266304	1
ENSMUSG00000081741	0.4399838	0	0.08222491	1	1
ENSMUSG00000081745	6.026415	-0.003326051	0.07858523	0.5735149	1
ENSMUSG00000081751	0.03783412	0	0.08222491	1	1
ENSMUSG00000081752	7.481017	0.003515291	0.07801239	0.7216236	1
ENSMUSG00000081758	0.08704619	0	0.08222491	1	1
ENSMUSG00000081763	0.07489147	0	0.08222491	1	1
ENSMUSG00000081769	1.620977	0.001977713	0.07867508	0.6951174	1
ENSMUSG00000081770	0.0392667	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000081771	19.91473	0.01170644	0.07802408	0.2836542	1
ENSMUSG00000081774	0.7306335	0.0003964618	0.07924243	0.8868082	1
ENSMUSG00000081775	0.03783412	0	0.08222491	1	1
ENSMUSG00000081777	0.3286027	-0.0002151245	0.08151203	0.897826	1
ENSMUSG00000081779	0.2645047	0.001224265	0.08533749	0.4509021	1
ENSMUSG00000081781	0.09557621	0.0005982438	0.08296069	0.7037171	1
ENSMUSG00000081783	0.8205552	0.001246843	0.08038269	0.5734474	1
ENSMUSG00000081786	0.05630951	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000081787	2.811306	0.004368354	0.07855281	0.4909988	1
ENSMUSG00000081788	24.48668	0.02706582	0.07748378	0.09929244	1
ENSMUSG00000081789	0.2105216	-0.000137334	0.08223685	0.9301046	1
ENSMUSG00000081792	0.2893112	0	0.08222491	1	1
ENSMUSG00000081798	0.2199919	0	0.08222491	1	1
ENSMUSG00000081800	0.0392667	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000081801	0.4399838	0	0.08222491	1	1
ENSMUSG00000081805	6.421454	0.01814149	0.07975189	0.03084769	1
ENSMUSG00000081807	0.02828562	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000081809	3.281719	-0.005100081	0.07861605	0.4065029	1
ENSMUSG00000081810	1.073492	-0.001255557	0.07933976	0.6599982	1
ENSMUSG00000081811	1.846513	-0.0006792513	0.07906322	0.8302237	1
ENSMUSG00000081813	0.8724989	-0.002489749	0.0795424	0.4230129	1
ENSMUSG00000081816	3.803389	-0.001725273	0.0785948	0.7568578	1
ENSMUSG00000081817	0.4399838	0	0.08222491	1	1
ENSMUSG00000081819	0.05630951	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000081822	0.5054594	0.001461103	0.08324772	0.4268472	1
ENSMUSG00000081824	1.147391	-0.002746514	0.07880011	0.5475479	1
ENSMUSG00000081828	0.1196135	0	0.08222491	1	1
ENSMUSG00000081829	0.9037044	0.002827775	0.08178322	0.2621488	1
ENSMUSG00000081830	0.1088943	0	0.08222491	1	1
ENSMUSG00000081835	0.2719352	0.0004716436	0.08099517	0.7951982	1
ENSMUSG00000081842	0.2580676	0.0006782322	0.08302801	0.6695228	1
ENSMUSG00000081845	0.05980673	0	0.08222491	1	1
ENSMUSG00000081849	0.5684212	-0.00212232	0.08012255	0.4214022	1
ENSMUSG00000081850	1.970341	-0.002327578	0.07879823	0.6012901	1
ENSMUSG00000081855	9.034613	0.002862049	0.07786349	0.7890942	1
ENSMUSG00000081860	0.1517511	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000081861	0.4399838	0	0.08222491	1	1
ENSMUSG00000081862	0.2199919	0	0.08222491	1	1
ENSMUSG00000081865	0.5942061	-0.001219254	0.07960577	0.637902	1
ENSMUSG00000081869	0.112619	0.0006894316	0.08317778	0.6625121	1
ENSMUSG00000081871	1.502258	-0.001719555	0.07943293	0.5549091	1
ENSMUSG00000081872	1.714	0.001163438	0.07896077	0.7425583	1
ENSMUSG00000081873	1.532769	0.003673069	0.08104554	0.2168878	1
ENSMUSG00000081885	0.241206	-0.0002853681	0.08232721	0.8558966	1
ENSMUSG00000081887	6.857336	0.01214286	0.07885081	0.1091019	1
ENSMUSG00000081888	1.803604	-0.001832807	0.08011132	0.4692133	1
ENSMUSG00000081889	0.6599758	0	0.08222491	1	1
ENSMUSG00000081890	0.04352309	0	0.08222491	1	1
ENSMUSG00000081892	0.1969454	-0.0001530462	0.08217047	0.9225874	1
ENSMUSG00000081894	0.3285422	0	0.08222491	1	1
ENSMUSG00000081895	22.27518	0.007966687	0.07673588	0.619385	1
ENSMUSG00000081898	0.7940553	-0.0005269355	0.07966925	0.8229457	1
ENSMUSG00000081911	0.9776616	-0.001545054	0.08056173	0.4959931	1
ENSMUSG00000081914	1.443832	0.003172009	0.07917013	0.4003445	1
ENSMUSG00000081924	0.04274973	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000081929	0.6211104	0.001147882	0.08063147	0.5855762	1
ENSMUSG00000081932	0.08569368	0.0006073184	0.08298037	0.6995603	1
ENSMUSG00000081936	0.6533623	-0.001529342	0.08022355	0.5193605	1
ENSMUSG00000081937	0.03783412	0	0.08222491	1	1
ENSMUSG00000081943	0.3663763	0	0.08222491	1	1
ENSMUSG00000081944	3.754557	-0.006517361	0.07871836	0.2846663	1
ENSMUSG00000081946	0.1747241	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000081949	1.216077	-0.002288966	0.08421825	0.2716633	1
ENSMUSG00000081951	0.3596551	-0.0001346816	0.08061304	0.9425035	1
ENSMUSG00000081952	0.04285678	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000081953	5.451504	-0.0009646863	0.07837529	0.8940467	1
ENSMUSG00000081957	0.2461753	0.0001967543	0.08223031	0.9003777	1
ENSMUSG00000081964	0.1161162	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000081965	2.207957	0.001244764	0.07872772	0.7860947	1
ENSMUSG00000081967	0.2300955	0.0005869326	0.08282022	0.7107898	1
ENSMUSG00000081968	4.544989	0.001478583	0.07880887	0.7242875	1
ENSMUSG00000081972	0.8260129	0.0009536352	0.08402695	0.5514285	1
ENSMUSG00000081974	2.20705	0.001983934	0.07980094	0.4690059	1
ENSMUSG00000081975	0.4070756	0.0005739975	0.08290923	0.7148978	1
ENSMUSG00000081978	2.25914	0.006386354	0.0793593	0.1788179	1
ENSMUSG00000081984	9.209565	0.005846755	0.07800068	0.564255	1
ENSMUSG00000081991	0.08549945	-0.0005384624	0.0827599	0.7326614	1
ENSMUSG00000081992	7.925761	0.004736313	0.07821164	0.5868724	1
ENSMUSG00000081996	0.07566824	0	0.08222491	1	1
ENSMUSG00000081998	0.05866477	-0.0004111374	0.08254069	0.793402	1
ENSMUSG00000081999	6.089526	-0.002602162	0.07800083	0.792323	1
ENSMUSG00000082000	0.257081	0.001213106	0.08527343	0.454768	1
ENSMUSG00000082001	0.4399838	0	0.08222491	1	1
ENSMUSG00000082007	1.508411	0.001426574	0.07925963	0.6356011	1
ENSMUSG00000082008	0.6537211	-0.0002514983	0.07958898	0.9157559	1
ENSMUSG00000082013	0.04274973	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000082016	28.98254	-0.002724018	0.07684089	0.8595814	1
ENSMUSG00000082023	1.142859	-0.001903887	0.07940084	0.5272255	1
ENSMUSG00000082028	0.5132144	-0.00360563	0.08254065	0.18492	1
ENSMUSG00000082029	3.85477	-0.004525666	0.07861074	0.4524976	1
ENSMUSG00000082035	42.51372	0.01910153	0.07680733	0.2622556	1
ENSMUSG00000082036	2.465628	-0.002003113	0.07866619	0.6950077	1
ENSMUSG00000082044	4.396055	0.009015595	0.07844492	0.265705	1
ENSMUSG00000082045	5.63672	-0.005382369	0.07835701	0.492386	1
ENSMUSG00000082049	0.2308602	-0.0001483887	0.08224078	0.9245122	1
ENSMUSG00000082051	0.08560651	7.674786e-05	0.08223681	0.9608191	1
ENSMUSG00000082052	0.1269719	-0.0006429131	0.08298749	0.6845931	1
ENSMUSG00000082057	3.82792	-0.006194916	0.0787162	0.3015885	1
ENSMUSG00000082059	0.02828562	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000082062	3.282478	0.009365007	0.08051452	0.06862306	1
ENSMUSG00000082063	2.236513	-0.0003745117	0.07850492	0.9517742	1
ENSMUSG00000082064	1.071377	0.0003395018	0.07885925	0.9285245	1
ENSMUSG00000082066	0.3494382	0.0005073	0.08072823	0.7883388	1
ENSMUSG00000082068	0.1305693	0	0.08222491	1	1
ENSMUSG00000082070	0.1810487	-0.0003967714	0.08178467	0.8111078	1
ENSMUSG00000082072	0.2628835	0.0008015426	0.08324002	0.6181928	1
ENSMUSG00000082074	0.05630951	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000082076	0.6366553	-0.002242577	0.08221475	0.3166223	1
ENSMUSG00000082078	1.342528	-0.001483069	0.07894188	0.6870583	1
ENSMUSG00000082079	0.0991663	0.0006250998	0.08302014	0.6914506	1
ENSMUSG00000082084	0.0392667	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000082087	0.8594512	0.00181245	0.08019665	0.4668349	1
ENSMUSG00000082088	4.275052	0.01324502	0.07875413	0.1060479	1
ENSMUSG00000082092	0.1088943	0	0.08222491	1	1
ENSMUSG00000082093	0.05630951	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000082095	0.08459513	7.674786e-05	0.08223681	0.9608191	1
ENSMUSG00000082096	0.0392667	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000082100	10.38906	-0.007885738	0.07778427	0.4946963	1
ENSMUSG00000082101	0.05444717	0	0.08222491	1	1
ENSMUSG00000082104	0.6302859	0.001707858	0.08110746	0.4380089	1
ENSMUSG00000082106	2.654804	-7.042957e-05	0.07875916	0.9869026	1
ENSMUSG00000082107	0.1605334	7.674786e-05	0.08223681	0.9608191	1
ENSMUSG00000082110	1.369535	-0.003857548	0.08020809	0.2397955	1
ENSMUSG00000082112	1.537113	0	0.07974303	1	1
ENSMUSG00000082113	0.02933238	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000082114	0.1419514	0.0004229156	0.08254431	0.7878872	1
ENSMUSG00000082120	3.601483	0.00156214	0.07833426	0.8367451	1
ENSMUSG00000082127	0.6124674	0.0003982074	0.08163707	0.812926	1
ENSMUSG00000082128	1.375279	-0.004169173	0.07968518	0.2543282	1
ENSMUSG00000082130	0.4074718	0.0006782322	0.08302801	0.6695228	1
ENSMUSG00000082134	0.02933238	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000082144	0.2199919	0	0.08222491	1	1
ENSMUSG00000082145	0.3608325	-0.0004843387	0.08001037	0.8211518	1
ENSMUSG00000082148	2.519787	0	0.08222491	1	1
ENSMUSG00000082151	0.0392667	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000082152	0.02933238	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000082154	2.084585	0.0005419605	0.07862408	0.9176511	1
ENSMUSG00000082158	0.08549945	-0.0005384624	0.0827599	0.7326614	1
ENSMUSG00000082160	1.645392	0.0004299538	0.07903998	0.8927106	1
ENSMUSG00000082163	2.712121	0.005541399	0.07865427	0.3613188	1
ENSMUSG00000082164	0.0392667	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000082165	0.07489147	0	0.08222491	1	1
ENSMUSG00000082169	16.65948	-0.0001432641	0.07837557	0.9841786	1
ENSMUSG00000082185	1.402612	0.0007400798	0.07883215	0.8513331	1
ENSMUSG00000082186	6.217147	0.007767564	0.07941546	0.1349421	1
ENSMUSG00000082187	0.2217444	0	0.08222491	1	1
ENSMUSG00000082189	0.2347344	-0.0002386951	0.08111451	0.8916621	1
ENSMUSG00000082192	0.2927957	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000082193	0.4146194	0.001477366	0.08058926	0.5088506	1
ENSMUSG00000082194	0.4243932	0.0006354291	0.07938892	0.8092082	1
ENSMUSG00000082195	1.101268	0.001027796	0.07876735	0.8120275	1
ENSMUSG00000082196	0.1149389	-0.0001982319	0.08226505	0.8993808	1
ENSMUSG00000082197	0.1891454	0	0.08222491	1	1
ENSMUSG00000082198	0.112619	0.0006894316	0.08317778	0.6625121	1
ENSMUSG00000082199	0.2627416	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000082200	0.1088943	0	0.08222491	1	1
ENSMUSG00000082208	3.57684	-0.005773896	0.07843347	0.4358354	1
ENSMUSG00000082210	1.942676	-0.006541226	0.08034518	0.1214297	1
ENSMUSG00000082212	1.362179	0.001902751	0.08219773	0.3672284	1
ENSMUSG00000082213	0.4399838	0	0.08222491	1	1
ENSMUSG00000082214	0.217953	0.0001291803	0.08221577	0.9343264	1
ENSMUSG00000082215	0.5959247	0.001429082	0.08547157	0.3982475	1
ENSMUSG00000082217	0.225238	0.00112549	0.08480162	0.485967	1
ENSMUSG00000082218	0.04352309	0	0.08222491	1	1
ENSMUSG00000082220	0.08569368	0.0006073184	0.08298037	0.6995603	1
ENSMUSG00000082226	5.798721	-0.008773711	0.07837948	0.2959231	1
ENSMUSG00000082229	522.2132	-0.0166946	0.07374105	0.4958344	1
ENSMUSG00000082233	0.02828562	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000082235	1.829741	0.0004492428	0.07920368	0.874935	1
ENSMUSG00000082241	0.05980673	0	0.08222491	1	1
ENSMUSG00000082244	0.02828562	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000082245	0.3633476	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000082247	1.363561	0.007317816	0.0886424	0.04259568	1
ENSMUSG00000082248	0.8997225	0.0009719434	0.07936115	0.7232971	1
ENSMUSG00000082251	0.05980673	0	0.08222491	1	1
ENSMUSG00000082253	0.05980673	0	0.08222491	1	1
ENSMUSG00000082260	0.5168028	0.0009182498	0.0796281	0.7112749	1
ENSMUSG00000082262	0.2199919	0	0.08222491	1	1
ENSMUSG00000082264	2.706984	-0.003670095	0.07856636	0.5477736	1
ENSMUSG00000082265	0.5051249	-0.0001904142	0.08209726	0.9045229	1
ENSMUSG00000082272	0.6129366	-0.001611412	0.07950595	0.5659047	1
ENSMUSG00000082274	7.102983	0.0006591764	0.0780076	0.9462663	1
ENSMUSG00000082279	0.2834779	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000082280	0.8439749	0.002643264	0.07975537	0.3817814	1
ENSMUSG00000082283	0.3890832	-0.001074623	0.08030054	0.6225937	1
ENSMUSG00000082284	0.1213902	0.0007766348	0.08341883	0.6244652	1
ENSMUSG00000082286	543.7566	0.02187456	0.07449165	0.3500194	1
ENSMUSG00000082287	1.862703	0	0.08222491	1	1
ENSMUSG00000082289	0.298282	-0.0001408504	0.08179163	0.9309174	1
ENSMUSG00000082291	0.07489147	0	0.08222491	1	1
ENSMUSG00000082292	0.5608273	-0.002135242	0.0800016	0.4284514	1
ENSMUSG00000082301	0.1277136	-0.0002853682	0.08232721	0.8558965	1
ENSMUSG00000082305	0.131201	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000082308	0.07208211	-0.0004618537	0.08262103	0.7689412	1
ENSMUSG00000082309	1.621207	0	0.0802433	1	1
ENSMUSG00000082310	1.112599	-0.0006887961	0.08255113	0.6739727	1
ENSMUSG00000082313	0.4412405	0.0009911863	0.08006709	0.6594395	1
ENSMUSG00000082315	3.125623	0.003152898	0.07889779	0.4681107	1
ENSMUSG00000082319	9.879056	0.0167841	0.07804272	0.1605201	1
ENSMUSG00000082320	0.02933238	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000082321	2.247914	-0.0001024216	0.07859791	0.9849644	1
ENSMUSG00000082322	0.07489147	0	0.08222491	1	1
ENSMUSG00000082323	0.05980673	0	0.08222491	1	1
ENSMUSG00000082324	0.05980673	0	0.08222491	1	1
ENSMUSG00000082328	0.08559657	7.674786e-05	0.08223681	0.9608191	1
ENSMUSG00000082329	0.04274973	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000082330	0.6999412	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000082336	0.02933238	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000082342	0.2499488	0	0.08222491	1	1
ENSMUSG00000082343	0.2440811	0.0001434942	0.08213357	0.9275804	1
ENSMUSG00000082345	0.3597444	0	0.08132239	1	1
ENSMUSG00000082348	0.09915635	0.0006250278	0.08301998	0.6914834	1
ENSMUSG00000082350	0.04352309	0	0.08222491	1	1
ENSMUSG00000082351	0.3179234	-0.0001483886	0.08224078	0.9245123	1
ENSMUSG00000082356	0.1161162	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000082357	1.422316	-0.005677636	0.08085001	0.1311418	1
ENSMUSG00000082361	4.387448	-0.004125311	0.07861167	0.4858354	1
ENSMUSG00000082364	0.2199919	0	0.08222491	1	1
ENSMUSG00000082367	0.6570844	0	0.08222491	1	1
ENSMUSG00000082369	0.1269719	-0.0006429131	0.08298749	0.6845931	1
ENSMUSG00000082376	1.142595	0.0009485587	0.08000144	0.6755274	1
ENSMUSG00000082377	11.0594	0.001128986	0.07832377	0.8825348	1
ENSMUSG00000082379	0.08377955	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000082381	1.215699	-0.00299148	0.0791714	0.4190064	1
ENSMUSG00000082382	0.1131119	-0.0004111376	0.08254069	0.7934019	1
ENSMUSG00000082383	1.227152	-0.0005658788	0.07905401	0.8583759	1
ENSMUSG00000082388	0.1468529	0	0.08222491	1	1
ENSMUSG00000082389	0.1917663	0.000376365	0.08171767	0.8212984	1
ENSMUSG00000082393	0.9856266	0	0.08222491	1	1
ENSMUSG00000082394	3.19937	0.004426708	0.07843127	0.5373156	1
ENSMUSG00000082396	1.864961	-0.003480665	0.07905642	0.3935947	1
ENSMUSG00000082399	1.825157	0.008626943	0.09594861	0.02362192	1
ENSMUSG00000082404	0.1142539	0	0.08222491	1	1
ENSMUSG00000082412	0.1232927	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000082413	0.2964048	0.0006894312	0.08317778	0.6625123	1
ENSMUSG00000082414	0.9756481	0.001554632	0.0876808	0.3476436	1
ENSMUSG00000082418	0.4847909	0	0.08077413	1	1
ENSMUSG00000082419	0.8753698	-0.0005733001	0.07896365	0.8668893	1
ENSMUSG00000082420	4.350924	0.00995424	0.08053789	0.06196313	1
ENSMUSG00000082424	1.921961	-0.001214072	0.07886573	0.7546916	1
ENSMUSG00000082426	0.1256466	0.0005903131	0.08294385	0.7073598	1
ENSMUSG00000082429	0.2199919	0	0.08222491	1	1
ENSMUSG00000082431	2.219458	0.001543833	0.07857133	0.7876223	1
ENSMUSG00000082432	0.8865526	0.003253322	0.07961452	0.331614	1
ENSMUSG00000082433	0.2203047	7.674786e-05	0.08223681	0.9608191	1
ENSMUSG00000082436	0.9240723	0.0002585146	0.07908733	0.9326502	1
ENSMUSG00000082454	35.5316	-0.002195466	0.07562646	0.9098472	1
ENSMUSG00000082456	0.3947335	-0.0003931153	0.07993794	0.8558032	1
ENSMUSG00000082463	0.2199919	0	0.08222491	1	1
ENSMUSG00000082465	0.8878938	0.001159845	0.07918192	0.703397	1
ENSMUSG00000082467	0.6895468	-0.0007974447	0.07942064	0.7620544	1
ENSMUSG00000082474	1.237739	-4.619948e-05	0.0788716	0.9900907	1
ENSMUSG00000082475	1.966667	0.003928612	0.07903665	0.3591433	1
ENSMUSG00000082480	0.5896357	0.0007350548	0.07938059	0.7825184	1
ENSMUSG00000082481	1.303005	-0.001415317	0.07987431	0.5693534	1
ENSMUSG00000082483	0.2122242	0	0.08222491	1	1
ENSMUSG00000082484	0.2199919	0	0.08222491	1	1
ENSMUSG00000082487	0.2746448	-0.0005506479	0.08263141	0.7294248	1
ENSMUSG00000082488	0.1670662	0.0006894314	0.08317778	0.6625122	1
ENSMUSG00000082490	0.05657123	-0.0003998925	0.08252449	0.7988645	1
ENSMUSG00000082491	2.668191	-0.004670561	0.07856863	0.4593196	1
ENSMUSG00000082494	0.8770763	0	0.08198214	1	1
ENSMUSG00000082503	2.16642	0.00204652	0.07865726	0.692573	1
ENSMUSG00000082505	0.05444717	0	0.08222491	1	1
ENSMUSG00000082509	9.430157	0.009501498	0.07823792	0.3092842	1
ENSMUSG00000082510	0.2094825	0.0005073512	0.08267268	0.7477234	1
ENSMUSG00000082512	0.1750573	0	0.08222491	1	1
ENSMUSG00000082513	0.8346924	0.000823115	0.08067705	0.6786207	1
ENSMUSG00000082515	1.949239	0.0005383129	0.0788029	0.8947791	1
ENSMUSG00000082519	28.63659	-0.009407058	0.07660685	0.5709539	1
ENSMUSG00000082520	1.052424	-0.0001266071	0.07905728	0.9676498	1
ENSMUSG00000082523	0.3083909	-0.001108506	0.08466252	0.4929621	1
ENSMUSG00000082529	1.314169	0	0.08222491	1	1
ENSMUSG00000082530	0.08571357	0.000607411	0.08298057	0.6995179	1
ENSMUSG00000082532	0.04285678	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000082535	0.1179331	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000082536	100.0126	0.003780236	0.07324075	0.8795881	1
ENSMUSG00000082538	0.6570844	0	0.08222491	1	1
ENSMUSG00000082542	0.6599758	0	0.08222491	1	1
ENSMUSG00000082543	0.4111107	0.0007955542	0.08170045	0.6538764	1
ENSMUSG00000082544	0.2199919	0	0.08222491	1	1
ENSMUSG00000082549	0.244905	-0.0009358325	0.08389729	0.5594889	1
ENSMUSG00000082550	0.3922839	-0.0005798572	0.0826859	0.7160182	1
ENSMUSG00000082551	0.05980673	0	0.08222491	1	1
ENSMUSG00000082553	0.05980673	0	0.08222491	1	1
ENSMUSG00000082554	0.5896808	0	0.08222491	1	1
ENSMUSG00000082556	0.05980673	0	0.08222491	1	1
ENSMUSG00000082561	0.6570844	0	0.08222491	1	1
ENSMUSG00000082562	0.02933238	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000082570	3.97395	0.0007409362	0.07844768	0.9114902	1
ENSMUSG00000082573	0.09907343	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000082575	8.929095	0.0116205	0.07781631	0.3296616	1
ENSMUSG00000082576	1.424524	-0.00334981	0.08541607	0.1639893	1
ENSMUSG00000082578	0.04285678	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000082580	0.06348594	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000082585	8.476569	-0.01034643	0.07803551	0.3292051	1
ENSMUSG00000082587	0.5485341	0	0.08222491	1	1
ENSMUSG00000082588	2.572252	-0.0004644978	0.07866872	0.9245334	1
ENSMUSG00000082596	0.494431	0	0.08222491	1	1
ENSMUSG00000082597	1.566136	0.003560732	0.08009571	0.2676069	1
ENSMUSG00000082600	0.05980673	0	0.08222491	1	1
ENSMUSG00000082607	0.02933238	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000082609	0.2989452	0.001045313	0.08349296	0.5311284	1
ENSMUSG00000082610	0.2199919	0	0.08222491	1	1
ENSMUSG00000082612	0.164247	0.000949655	0.08401124	0.5530098	1
ENSMUSG00000082625	0.7282169	9.377194e-05	0.08128257	0.9561872	1
ENSMUSG00000082629	0.6599758	0	0.08222491	1	1
ENSMUSG00000082633	0.2199919	0	0.08222491	1	1
ENSMUSG00000082634	0.07489147	0	0.08222491	1	1
ENSMUSG00000082645	2.191245	0	0.08222491	1	1
ENSMUSG00000082646	0.04352309	0	0.08222491	1	1
ENSMUSG00000082647	0.04274973	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000082648	0.1142539	0	0.08222491	1	1
ENSMUSG00000082651	0.3736202	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000082653	0.2199919	0	0.08222491	1	1
ENSMUSG00000082655	0.02828562	-0.0001837149	0.08229332	0.9064314	1
ENSMUSG00000082658	0.5390572	0.0008969429	0.08163578	0.621373	1
ENSMUSG00000082660	0.05444717	0	0.08222491	1	1
ENSMUSG00000082662	0.6712935	-0.001748158	0.07917612	0.5896607	1
ENSMUSG00000082665	0.1306524	-0.0004618537	0.08262103	0.7689412	1
ENSMUSG00000082666	0.9856266	0	0.08222491	1	1
ENSMUSG00000082675	0.8904804	-0.0002645213	0.07905344	0.9328357	1
ENSMUSG00000082677	0.05444717	0	0.08222491	1	1
ENSMUSG00000082678	0.4625542	0.0006953487	0.07996386	0.7533803	1
ENSMUSG00000082683	1.694868	0.003042083	0.08008324	0.3130856	1
ENSMUSG00000082684	0.4399838	0	0.08222491	1	1
ENSMUSG00000082687	0.2199919	0	0.08222491	1	1
ENSMUSG00000082688	0.2906124	-0.0008884528	0.08371953	0.578702	1
ENSMUSG00000082691	0.1592248	-0.000137334	0.08223685	0.9301046	1
ENSMUSG00000082692	0.3466684	0.0007649687	0.08239177	0.6482231	1
ENSMUSG00000082693	0.2893112	0	0.08222491	1	1
ENSMUSG00000082703	0.0392667	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000082705	5.910415	0.0002228926	0.07862605	0.9659123	1
ENSMUSG00000082707	0.2199919	0	0.08222491	1	1
ENSMUSG00000082708	0.1422649	0.0001290916	0.08221576	0.9343712	1
ENSMUSG00000082709	0.2185804	0	0.08222491	1	1
ENSMUSG00000082711	2.13571	0.003474975	0.0788263	0.4588683	1
ENSMUSG00000082715	1.082931	0.0004861795	0.08089727	0.7918954	1
ENSMUSG00000082718	0.09730396	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000082724	22.65444	-0.009724014	0.07777547	0.4110333	1
ENSMUSG00000082725	0.1255395	7.674786e-05	0.08223681	0.9608191	1
ENSMUSG00000082726	0.07489147	0	0.08222491	1	1
ENSMUSG00000082729	0.4071044	0.001795788	0.08542836	0.3263395	1
ENSMUSG00000082737	0.1956258	0.0005903131	0.08294385	0.7073598	1
ENSMUSG00000082738	4.692136	0.01280968	0.07929363	0.07006074	1
ENSMUSG00000082740	0.1633166	-0.0004542581	0.08260824	0.7725857	1
ENSMUSG00000082743	0.658333	-0.002207008	0.08015435	0.406724	1
ENSMUSG00000082744	0.3285422	0	0.08222491	1	1
ENSMUSG00000082745	0.1269719	-0.0006429131	0.08298749	0.6845931	1
ENSMUSG00000082746	0.2229757	0.0003195872	0.08231654	0.8394924	1
ENSMUSG00000082755	0.247729	-0.0005605719	0.08280358	0.7223588	1
ENSMUSG00000082762	6.688425	-0.0044771	0.07820094	0.6091939	1
ENSMUSG00000082765	11.73137	-0.0006215067	0.07810648	0.9458567	1
ENSMUSG00000082766	0.6736412	0.0005523302	0.07940417	0.8316692	1
ENSMUSG00000082768	0.1455203	0.0006074117	0.08298057	0.6995176	1
ENSMUSG00000082769	0.9800736	-0.00293019	0.0797418	0.3510929	1
ENSMUSG00000082773	0.4066859	-0.0003998926	0.08252449	0.7988645	1
ENSMUSG00000082776	8.885911	0.005908819	0.07826037	0.4898274	1
ENSMUSG00000082778	0.4919673	0.0009541274	0.07991889	0.6794601	1
ENSMUSG00000082779	0.1624702	0.0003377282	0.08245831	0.8291495	1
ENSMUSG00000082784	0.2199919	0	0.08222491	1	1
ENSMUSG00000082791	1.131102	-0.007297112	0.08776087	0.04492824	1
